LEGEND,NAME,ALIGN,EYE,HAIR,SEX,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
,Bennett Brant (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,31,Apr-64,1964
,Geirrodur (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,31,Feb-64,1964
,Simon Savage (Earth-616),,,Brown Hair,Male Characters,Living Characters,31,Sep-64,1964
,Alexi Shostakov (Earth-616),Neutral Characters,Blue Eyes,Red Hair,Male Characters,Living Characters,31,Aug-67,1967
,Maris Morlak (Earth-616),Bad Characters,,Bald,Male Characters,Deceased Characters,31,Sep-67,1967
,Ridondo (Earth-616),Good Characters,,Blond Hair,Male Characters,Living Characters,31,Jun-71,1971
,Samantha Parrington (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,31,Aug-71,1971
,Martin Blank (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,31,Jul-72,1972
,Bernie Dillon (Earth-616),Good Characters,,Red Hair,Male Characters,Living Characters,31,Sep-76,1976
,Gammenon (Earth-616),Neutral Characters,,No Hair,Male Characters,Living Characters,31,Oct-76,1976
,Druig (Earth-616),,Brown Eyes,Brown Hair,Male Characters,Living Characters,31,May-77,1977
,Peter van Zante (Earth-616),Bad Characters,Brown Eyes,Red Hair,Male Characters,Living Characters,31,Apr-77,1977
,Slaymaster (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,31,Oct-77,1977
,Yuriko Takiguchi (Earth-616),Neutral Characters,,White Hair,Male Characters,Deceased Characters,31,Aug-77,1977
,Philip Chang (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,31,Sep-78,1978
,Steve Hopkins (Earth-616),Good Characters,Green Eyes,Black Hair,Male Characters,Living Characters,31,Nov-79,1979
,Seth Voelker (Earth-616),Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,31,Jun-80,1980
,Sikorsky (Earth-616),,Black Eyes,No Hair,Male Characters,Living Characters,31,Apr-82,1982
,Cloud (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,31,Sep-83,1983
,Mortimer (Earth-616),,,Grey Hair,Male Characters,Living Characters,31,Jun-85,1985
,Beast (Demon) (Earth-616),Bad Characters,,,Male Characters,Living Characters,31,Aug-86,1986
,Jonathan Garrett (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,31,Sep-86,1986
,Duc No Tranh (Earth-616),Good Characters,Brown Eyes,Bald,Male Characters,Living Characters,31,Sep-88,1988
,Charles Little Sky (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,31,Jun-89,1989
,Jeff Wilde (Earth-616),Bad Characters,Yellow Eyes,Brown Hair,Male Characters,Deceased Characters,31,Sep-89,1989
,Margarita Ruiz (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,31,Nov-90,1990
,Michael McCain (Earth-616),Bad Characters,,Black Hair,Male Characters,Deceased Characters,31,Feb-90,1990
,Stellaris (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters,31,Jul-90,1990
,Gideon (Earth-616),Bad Characters,Blue Eyes,White Hair,Male Characters,Deceased Characters,31,Feb-91,1991
,Fatale (Earth-616),Bad Characters,Green Eyes,,Female Characters,Living Characters,31,Apr-93,1993
,Marius St. Croix (Earth-616),Bad Characters,Grey Eyes,Grey Hair,Male Characters,Living Characters,31,Nov-94,1994
,Angelina Brancale (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,31,Jan-95,1995
,Delilah (Earth-616),Bad Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,31,Aug-96,1996
,William Walters (Earth-616),,,Blond Hair,Male Characters,Living Characters,31,Jun-96,1996
,Jared Corbo (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,31,Jul-97,1997
,Maggott (Japheth) (Earth-616),Good Characters,Brown Eyes,White Hair,Male Characters,Living Characters,31,Jun-97,1997
,Vincent Gonzales (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,31,7-Jun,2007
,Mar\u00eda Aracely Penalba (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,31,12-Mar,2012
,Isabel Kane (Earth-616),Good Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters,31,13-Feb,2013
,Bruce Dickson (Earth-616),,Blue Eyes,Blond Hair,Male Characters,Living Characters,30,Aug-40,1940
,Myraddin of Ruta (Earth-616),Good Characters,Hazel Eyes,White Hair,Male Characters,Living Characters,30,Mar-44,1944
,Tex Taylor (Earth-616),Good Characters,,,Male Characters,Living Characters,30,Mar-48,1948
,Adolf Hitler (Clone) (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,30,Dec-63,1963
,Miklho (Earth-616),Bad Characters,Black Eyes,Orange Hair,Male Characters,Deceased Characters,30,Apr-63,1963
,Ymir (Earth-616),Bad Characters,White Eyes,No Hair,Male Characters,Living Characters,30,Oct-63,1963
,Zelda Kurtzberg (Earth-616),Good Characters,,Brown Hair,Female Characters,Living Characters,30,Sep-64,1964
,Jacob Fury (Earth-616),Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,30,Aug-67,1967
,Brule (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,30,Jun-71,1971
,Saint (Earth-616),Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,30,Mar-73,1973
,Chthon (Earth-616),Bad Characters,Red Eyes,No Hair,Male Characters,Living Characters,30,Oct-75,1975
,Edward Lansky (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,30,Dec-76,1976
,Gloria Rider (Earth-616),Neutral Characters,,,Female Characters,Living Characters,30,Sep-76,1976
,Nightside (Earth-616),Neutral Characters,White Eyes,Black Hair,Female Characters,Deceased Characters,30,Oct-77,1977
,Ord Zyonz (Earth-616),,Purple Eyes,Grey Hair,Male Characters,Living Characters,30,Mar-77,1977
,Sprite (Eternal) (Earth-616),Good Characters,Blue Eyes,Red Hair,Male Characters,Deceased Characters,30,Mar-77,1977
,Helen Feliciano (Earth-616),Bad Characters,Brown Eyes,Blond Hair,Female Characters,Deceased Characters,30,Aug-79,1979
,Daniel Ridge Jr. (Earth-616),Good Characters,,Black Hair,Male Characters,Living Characters,30,Mar-80,1980
,Aleytys Forrester (Earth-616),Good Characters,,Blond Hair,Female Characters,Living Characters,30,Mar-81,1981
,Andrea von Strucker (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,30,Jun-85,1985
,Burchell Clemens (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,30,Oct-85,1985
,Janos Quested (Earth-616),Bad Characters,Purple Eyes,Purple Hair,Male Characters,Living Characters,30,Nov-86,1986
,Malice (Marauders) (Earth-616),Bad Characters,,,Female Characters,Living Characters,30,Oct-86,1986
,DeMarr Davis (Earth-616),,Brown Eyes,Black Hair,Male Characters,Living Characters,30,Jul-89,1989
,Richard Gill (Earth-616),Bad Characters,,White Hair,Male Characters,Living Characters,30,Feb-90,1990
,Shinobi Shaw (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,30,Jun-91,1991
,Eadmund Porlock (Earth-616),Bad Characters,Hazel Eyes,Brown Hair,Male Characters,Living Characters,30,Jul-92,1992
,Harley Davis (Earth-616),Good Characters,Violet Eyes,Silver Hair,Female Characters,Living Characters,30,Jun-92,1992
,Lindy Lee (Earth-616),Good Characters,,Blond Hair,Female Characters,Deceased Characters,30,Sep-00,2000
,Sondra Brandenberg (Earth-616),Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,30,2-Apr,2002
,Gene Hayes (Earth-616),Bad Characters,Brown Eyes,,Male Characters,Deceased Characters,30,3-Jul,2003
,Stacey Yorkes (Earth-616),Bad Characters,Green Eyes,Brown Hair,Female Characters,Deceased Characters,30,3-Jul,2003
,Mallory Book (Earth-616),,Green Eyes,Red Hair,Female Characters,Living Characters,30,4-May,2004
,Andrew Forson (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,30,11-May,2011
,Bella Fishbach (Earth-616),Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,30,11-Jan,2011
,Onome (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,30,12-Aug,2012
,Daniel Lyons (Earth-616),Good Characters,Green Eyes,Grey Hair,Male Characters,Deceased Characters,29,Mar-41,1941
,Red Hawk (Apache Chief) (Earth-616),Neutral Characters,,Black Hair,Male Characters,Living Characters,29,Nov-50,1950
,Joshua Ayers (Earth-616),Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,29,Mar-62,1962
,Maxwell Shiffman (Earth-616),Good Characters,Brown Eyes,Bald,Male Characters,Living Characters,29,Aug-62,1962
,Morgan Stark (Earth-616),Bad Characters,Hazel Eyes,Brown Hair,Male Characters,Deceased Characters,29,Aug-65,1965
,Ultimo (Earth-616),Bad Characters,Yellow Eyes,No Hair,Male Characters,Living Characters,29,Apr-66,1966
,Linda Carter (Earth-616),Good Characters,Brown Eyes,Blond Hair,Female Characters,Living Characters,29,Nov-69,1969
,Simon Stroud (Earth-616),Neutral Characters,,Blond Hair,Male Characters,Living Characters,29,Jul-74,1974
,Wendell Rand (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,29,May-74,1974
,Aron (Earth-616),Neutral Characters,White Eyes,Bald,Male Characters,Deceased Characters,29,Jul-75,1975
,Margo Damian (Earth-616),Neutral Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,Deceased Characters,29,Jul-76,1976
,Mastermind (Computer) (Earth-616),Bad Characters,Gold Eyes,No Hair,Male Characters,Living Characters,29,Dec-76,1976
,Samuel Barone (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,29,Oct-76,1976
,Kris Keating (Earth-616),Good Characters,,Brown Hair,Male Characters,Deceased Characters,29,Feb-77,1977
,Vril-Rokk (Earth-616),Neutral Characters,,Black Hair,Male Characters,Deceased Characters,29,Oct-77,1977
,Morris Sloan (Earth-616),Good Characters,Blue Eyes,White Hair,Male Characters,Living Characters,29,Jul-79,1979
,Harry Leland (Earth-616),Bad Characters,Green Eyes,Red Hair,Male Characters,Deceased Characters,29,Apr-80,1980
,Hussar (Earth-616),Neutral Characters,Yellow Eyes,Blond Hair,Female Characters,Living Characters,29,Sep-80,1980
,Roland Burroughs (Earth-616),Bad Characters,Blue Eyes,,Male Characters,Deceased Characters,29,Jun-80,1980
,Morgana Blessing (Earth-616),Good Characters,Black Eyes,Brown Hair,Female Characters,Living Characters,29,Aug-81,1981
,Anthony Power (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,29,May-82,1982
,Calvin Carr (Earth-616),,Brown Eyes,Black Hair,Male Characters,Deceased Characters,29,May-83,1983
,Raymond Sikorski (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,29,Sep-83,1983
,Vixen (British Crimelord) (Earth-616),Bad Characters,Magenta Eyes,Magenta Hair,Female Characters,Living Characters,29,Sep-83,1983
,Guido Sapristi (Earth-616),Good Characters,,,Male Characters,Living Characters,29,Mar-84,1984
,Margaret Craig (Earth-616),Good Characters,,Strawberry Blond Hair,Female Characters,Living Characters,29,Aug-84,1984
,Marsha Rosenberg (Earth-616),Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,29,Jul-84,1984
,Valgoth (Earth-616),Good Characters,Yellow Eyes,No Hair,,Deceased Characters,29,Sep-84,1984
,Karl Morgenthau (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,29,Dec-85,1985
,Michael Baer (Earth-616),Bad Characters,Brown Eyes,Bald,Male Characters,Living Characters,29,Nov-86,1986
,Kristine Watson (Earth-616),Good Characters,Green Eyes,Red Hair,Female Characters,Living Characters,29,Dec-88,1988
,Hector (Pantheon) (Earth-616),,,Black Hair,Male Characters,Living Characters,29,Mar-91,1991
,Michael Powell (Earth-616),Neutral Characters,,,Male Characters,Living Characters,29,Mar-91,1991
,Truett Hudson (Earth-616),Bad Characters,,Bald,Male Characters,Deceased Characters,29,Mar-91,1991
,Vali Halfling (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,29,Mar-91,1991
,Steven Levins (Earth-616),Bad Characters,,No Hair,Male Characters,Deceased Characters,29,Jan-92,1992
,Siena Blaze (Earth-616),Bad Characters,Brown Eyes,Blond Hair,Female Characters,Deceased Characters,29,Jan-93,1993
,Angela Yin (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,29,Aug-94,1994
,Judas Traveller (Earth-616),,Red Eyes,White Hair,Male Characters,Living Characters,29,Oct-94,1994
,Vincente Fortunato (Earth-616),Bad Characters,Blue Eyes,Bald,Male Characters,Living Characters,29,Jul-96,1996
,Derek Khanata (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,29,5-Jun,2005
,Klara Prast (Earth-616),Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,29,7-Aug,2007
,Terrance Ward (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,29,7-May,2007
,Dexter Bennett (Earth-616),Neutral Characters,Grey Eyes,White Hair,Male Characters,Living Characters,29,8-Mar,2008
,Orb (Zadkiel agent) (Earth-616),Bad Characters,Blue Eyes,No Hair,Male Characters,Living Characters,29,8-Oct,2008
,Martinique Wyngarde (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters,29,,
,James Jankovicz (Earth-616),Good Characters,Blue Eyes,Bald,Male Characters,Deceased Characters,28,Feb-42,1942
,Mike Trapp (Earth-616),Good Characters,,Black Hair,Male Characters,Living Characters,28,Oct-43,1943
,Mark Mason (Earth-616),Good Characters,,Black Hair,Male Characters,Deceased Characters,28,Sep-46,1946
,Jim Lathrop (Earth-616),Good Characters,,Grey Hair,Male Characters,Living Characters,28,Dec-48,1948
,Bill Gregory (Earth-616),Neutral Characters,,Orange Hair,Male Characters,Living Characters,28,Nov-50,1950
,Harvey Schlemerman (Earth-616),Bad Characters,Blue Eyes,Bald,Male Characters,Living Characters,28,May-60,1960
,Raymond Warren (Earth-616),Good Characters,,Bald,Male Characters,Living Characters,28,Aug-62,1962
,Gordon Keefer (Earth-616),Bad Characters,Brown Eyes,Grey Hair,Male Characters,Deceased Characters,28,Jan-65,1965
,Frank Farnum (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,28,May-66,1966
,Tagar (Earth-616),Neutral Characters,,,Male Characters,Living Characters,28,Oct-66,1966
,Wladyslav Shinski (Earth-616),Bad Characters,,Grey Hair,Male Characters,Living Characters,28,Sep-67,1967
,Craig Simpson (Earth-616),,,Grey Hair,Male Characters,Deceased Characters,28,Aug-72,1972
,Basil Elks (Earth-616),Bad Characters,Red Eyes,No Hair,Male Characters,Deceased Characters,28,Dec-73,1973
,Fah Lo Suee (Earth-616),,,Black Hair,Female Characters,Living Characters,28,Mar-75,1975
,Shen Kuei (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,28,Mar-76,1976
,Tath Ki (Earth-616),Good Characters,Blue Eyes,Bald,Male Characters,Living Characters,28,Jun-76,1976
,Toothgnasher (Earth-616),Good Characters,Brown Eyes,White Hair,Male Characters,Living Characters,28,Sep-76,1976
,Harmony Young (Earth-616),Good Characters,,,Female Characters,Living Characters,28,Apr-78,1978
,Marcus Daniels (Earth-616),Bad Characters,Grey Eyes,Brown Hair,Male Characters,Living Characters,28,May-78,1978
,Roger Norvell (Earth-616),Good Characters,Blue Eyes,Red Hair,Male Characters,Living Characters,28,Jul-78,1978
,Maelstrom (Earth-616),Bad Characters,Purple Eyes,Purple Hair,Male Characters,Deceased Characters,28,Jan-81,1981
,Ulysses Archer (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,28,May-83,1983
,Thomas Corsi (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,28,Sep-84,1984
,Prism (Robbie) (Earth-616),Bad Characters,White Eyes,No Hair,Male Characters,Living Characters,28,Nov-86,1986
,Samuel John LaRoquette (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,28,Mar-86,1986
,Marcy Pearson (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,28,Apr-87,1987
,Jennifer Ransome (Earth-616),Good Characters,,,Female Characters,Living Characters,28,Oct-88,1988
,Justin Baldwin (Earth-616),Good Characters,,Brown Hair,Male Characters,Living Characters,28,Sep-88,1988
,Felix Alvarez (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,28,Jan-89,1989
,Kenjiro Tanaka (Earth-616),Good Characters,,Black Hair,Male Characters,Living Characters,28,Dec-89,1989
,Malcolm McBride (Earth-616),Bad Characters,Yellow Eyes,No Hair,Male Characters,Living Characters,28,Apr-89,1989
,Heather Tucker (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Female Characters,Deceased Characters,28,Feb-90,1990
,Robert Steele (Earth-616),Good Characters,,Black Hair,Male Characters,Living Characters,28,Aug-91,1991
,Gudrun Tyburn (Earth-616),Bad Characters,Brown Eyes,White Hair,Female Characters,Living Characters,28,Jun-92,1992
,Raul Quentino (Earth-616),Good Characters,,Black Hair,Male Characters,Living Characters,28,Jul-92,1992
,Roderick Campbell (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,28,Dec-93,1993
,Devlor (Earth-616),Good Characters,Green Eyes,Brown Hair,Male Characters,Living Characters,28,Aug-94,1994
,Samuel Par\u00e9 (Earth-616),Good Characters,Black Eyes,No Hair,Male Characters,Deceased Characters,28,2-Oct,2002
,Dale Yorkes (Earth-616),Bad Characters,Green Eyes,Grey Hair,Male Characters,Deceased Characters,28,3-Jul,2003
,Deborah Fields (Earth-616),Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,28,5-Nov,2005
,Sydren (Earth-616),Good Characters,Brown Eyes,No Hair,Male Characters,Living Characters,28,5-May,2005
,Bob (Hydra Agent) (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,28,7-May,2007
,Fat Cobra (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,28,7-Oct,2007
,Timothy Dugan (Skrull) (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Deceased Characters,28,8-Jul,2008
,Henry Russo (Earth-616),Good Characters,,Blond Hair,Male Characters,Living Characters,28,9-Mar,2009
,Ai Apaec (Earth-616),Bad Characters,White Eyes,Grey Hair,Male Characters,Deceased Characters,28,11-Jan,2011
,Kirsten McDuffie (Earth-616),Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,28,11-Sep,2011
,Emily Preston (Earth-616),Good Characters,Brown Eyes,Bald,Agender Characters,Living Characters,28,13-Jan,2013
,Iara Dos Santos (Earth-616),Good Characters,Black Eyes,Brown Hair,Female Characters,Living Characters,28,13-Jan,2013
,Kevin Connor (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,28,13-May,2013
,Jack Frost (Earth-616),Good Characters,White Eyes,Blue Hair,Male Characters,Living Characters,27,Aug-41,1941
,Robert Lathrop (Earth-616),Good Characters,,Red Hair,Male Characters,Living Characters,27,Apr-49,1949
,Nightwind (Horse) (Earth-616),Good Characters,,Black Hair,Male Characters,Living Characters,27,Aug-60,1960
,Townshend Horgan (Earth-616),Bad Characters,Green Eyes,Red Hair,Male Characters,Deceased Characters,27,Oct-65,1965
,Hippolyta (Earth-616),Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,27,Apr-66,1966
,Prester John (Johann) (Earth-616),Neutral Characters,Blue Eyes,Red Hair,Male Characters,Deceased Characters,27,Sep-66,1966
,Leonus (Earth-616),Neutral Characters,,Yellow Hair,Male Characters,Living Characters,27,Oct-68,1968
,Gaza (Earth-616),Bad Characters,White Eyes,Black Hair,Male Characters,Living Characters,27,Nov-69,1969
,Servo-Guards (Earth-616),Bad Characters,Red Eyes,No Hair,Male Characters,Living Characters,27,Mar-69,1969
,Air-Walker (Automaton) (Earth-616),,Black Eyes,No Hair,Male Characters,Living Characters,27,Mar-72,1972
,Anton Miguel Rodriquez (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,27,Jul-74,1974
,Doctor Sun (Earth-616),Bad Characters,,No Hair,Male Characters,Deceased Characters,27,Jan-74,1974
,Ginger Jaye (Earth-616),Good Characters,,Red Hair,Female Characters,Living Characters,27,Sep-76,1976
,Roger Cooper (Earth-616),Good Characters,,Black Hair,Male Characters,Living Characters,27,Oct-76,1976
,Ronald Reagan (Earth-616),,,,Male Characters,Deceased Characters,27,Jan-77,1977
,Jennifer Royce (Earth-616),Good Characters,,Brown Hair,Female Characters,Living Characters,27,Apr-79,1979
,Kevin MacTaggert (Earth-616),Bad Characters,White Eyes,No Hair,Male Characters,Living Characters,27,Mar-79,1979
,Marian Pouncy (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters,27,Aug-79,1979
,Murray Reese (Earth-616),Bad Characters,,,Male Characters,Deceased Characters,27,May-80,1980
,Sharon Friedlander (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Deceased Characters,27,Sep-84,1984
,Rae LaCoste (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,27,Oct-87,1987
,Phillip Moreau (Earth-616),Good Characters,,Brown Hair,Male Characters,Living Characters,27,Oct-88,1988
,Reptyl (Earth-616),Bad Characters,Yellow Eyes,,Male Characters,Living Characters,27,May-88,1988
,Carrie Alexander (Earth-616),Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,27,Apr-90,1990
,Jeremy Clarke (Earth-616),Bad Characters,,Bald,Male Characters,Deceased Characters,27,Aug-90,1990
,Hannah Fairmont (Earth-616),Good Characters,,Brown Hair,Female Characters,Living Characters,27,Jul-98,1998
,Martin Soap (Earth-616),Good Characters,Brown Eyes,Blond Hair,Male Characters,Living Characters,27,May-00,2000
,Edith Sawyer (Earth-616),Good Characters,Green Eyes,Red Hair,Female Characters,Deceased Characters,27,1-Jul,2001
,Esme Cuckoo (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,27,1-Nov,2001
,Ezekiel Sims (Earth-616),Neutral Characters,Blue Eyes,Grey Hair,Male Characters,Deceased Characters,27,1-Jun,2001
,Catherine Wilder (Earth-616),Bad Characters,Brown Eyes,Black Hair,Female Characters,Deceased Characters,27,3-Jul,2003
,Victor Stein (Earth-616),Bad Characters,,Blond Hair,Male Characters,Deceased Characters,27,3-Jul,2003
,Sidney Green (Earth-616),,Multiple Eyes,No Hair,Male Characters,Deceased Characters,27,5-Aug,2005
,Michael van Patrick (Patrick) (Earth-616),Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,27,7-Aug,2007
,Faiza Hussain (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,27,8-Jul,2008
,Leah (Earth-616),Neutral Characters,Green Eyes,Black Hair,Female Characters,Living Characters,27,11-Aug,2011
,Fury (Horse) (Earth-616),Good Characters,,White Hair,Male Characters,Living Characters,26,Mar-48,1948
,Dionysus Acratophorus (Earth-616),Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,26,Apr-49,1949
,Xemnu (Earth-616),Bad Characters,Red Eyes,White Hair,Male Characters,Living Characters,26,Nov-60,1960
,Bull McGiveney (Earth-616),,,Black Hair,Male Characters,Living Characters,26,May-64,1964
,Henry Hawk (Earth-616),Bad Characters,,,Male Characters,Deceased Characters,26,Oct-65,1965
,Gary Gilbert (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,26,Jul-70,1970
,Arnold Paffenroth (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,26,Sep-73,1973
,Carl Walker (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,26,Jan-74,1974
,Heather Duncan (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,26,May-74,1974
,Isaiah Curwen (Earth-616),Bad Characters,Blue Eyes,White Hair,Male Characters,Living Characters,26,Jun-74,1974
,Joy Meachum (Earth-616),,,,Female Characters,Living Characters,26,Oct-74,1974
,James Scully (Earth-616),Good Characters,Brown Eyes,Red Hair,Male Characters,Living Characters,26,Aug-75,1975
,Lotus Shinchuko (Earth-616),,Green Eyes,Black Hair,Female Characters,Living Characters,26,Jan-75,1975
,Moses Magnum (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,26,Apr-75,1975
,Janus Tepes (Earth-616),Good Characters,Red Eyes,Black Hair,Male Characters,Living Characters,26,Dec-76,1976
,Toothgrinder (Earth-616),Good Characters,Brown Eyes,White Hair,Male Characters,Living Characters,26,Sep-76,1976
,Bi-Beast (Duplicate) (Earth-616),,Black Eyes,No Hair,Male Characters,Living Characters,26,Aug-77,1977
,Lester Verde (Earth-616),Bad Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,Living Characters,26,Aug-77,1977
,Matthew Gilden (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,26,Mar-77,1977
,Gary Cody (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,26,Feb-78,1978
,SJ3RX (Earth-616),Neutral Characters,Silver Eyes,No Hair,Male Characters,Living Characters,26,Jan-78,1978
,Curtiss Jackson (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,26,Jun-79,1979
,Earthquake (Earth-616),Neutral Characters,Black Eyes,No Hair,Male Characters,Living Characters,26,Sep-80,1980
,Leong Coy Manh (Earth-616),Good Characters,Black Eyes,Black Hair,Male Characters,Living Characters,26,Dec-80,1980
,Sunset Bain (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,26,Oct-80,1980
,Vic Martinelli (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,26,Mar-80,1980
,Arnie Roth (Earth-616),Good Characters,,,Male Characters,Deceased Characters,26,Apr-82,1982
,Eugene Patilio (Earth-616),Good Characters,Brown Eyes,Red Hair,Male Characters,Living Characters,26,Sep-82,1982
,Victor Palermo (Earth-616),Good Characters,Brown Eyes,Bald,Male Characters,Living Characters,26,Dec-82,1982
,Revanche (Kwannon) (Earth-616),Good Characters,Blue Eyes,Black Hair,Female Characters,Deceased Characters,26,Dec-89,1989
,Opal Tanaka (Earth-616),,Blue Eyes,Black Hair,Female Characters,Living Characters,26,Feb-90,1990
,Abraham Cornelius (Earth-616),,,,Male Characters,Deceased Characters,26,Mar-91,1991
,Julia Winters (Earth-616),Good Characters,,Black Hair,Female Characters,Living Characters,26,Jan-91,1991
,Alexander Ellis (Earth-616),,Blue Eyes,Blond Hair,Male Characters,Living Characters,26,May-93,1993
,James Sokolowski (Earth-616),Good Characters,,Brown Hair,Male Characters,Living Characters,26,Mar-94,1994
,Jason Ionello (Earth-616),Good Characters,,,Male Characters,Living Characters,26,Sep-95,1995
,Adrian Corbo (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,26,Jul-97,1997
,John Watkins III (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,26,Dec-00,2000
